"code","region","name","type_1_departments_major_a_e_4","type_2_departments_single_specialty_5","type_3_departments_other_a_e_minor_injury_unit_6","total_attendances","type_1_departments_major_a_e_8","type_2_departments_single_specialty_9","type_3_departments_other_a_e_minor_injury_unit_10","total_attendances_4_hours","type_1_departments_major_a_e_12","type_2_departments_single_specialty_13","type_3_departments_other_a_e_minor_injury_unit_14","total_attendances_4_hours_2","percentage_in_4_hours_or_less_all","percentage_in_4_hours_or_less_type_1","percentage_in_4_hours_or_less_type_2","percentage_in_4_hours_or_less_type_3","emergency_admissions_via_type_1_a_e","emergency_admissions_via_type_2_a_e","emergency_admissions_via_type_3_and_4_a_e","total_emergency_admissions_via_a_e","other_emergency_admissions_i_e_not_via_a_e","total_emergency_admissions","number_of_patients_spending_4_hours_from_decision_to_admit_to_admission","number_of_patients_spending_12_hours_from_decision_to_admit_to_admission","x28","month"
"RNA","NHS England Midlands","The Dudley Group NHS Foundation Trust",9220,0,5718,14938,6403,0,5687,12090,2817,0,31,2848,0.809345293881376,0.694468546637744,NA,0.994578523959426,2349,0,0,2349,796,3145,738,10,"The Black Country and West Birmingham STP",2019-04-01
"RL1","NHS England Midlands","The Robert Jones And Agnes Hunt Orthopaedic Hospital NHS Foundation Trust",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,19,19,0,0,"Shropshire and Telford and Wrekin STP",2019-04-01
"RL4","NHS England Midlands","The Royal Wolverhampton NHS Trust",12467,0,9120,21587,9717,0,8926,18643,2750,0,194,2944,0.863621624125631,0.779417662629341,NA,0.978728070175439,2944,0,0,2944,998,3942,459,1,"The Black Country and West Birmingham STP",2019-04-01
"RWD","NHS England Midlands","United Lincolnshire Hospitals NHS Trust",11934,0,2407,14341,7109,0,2407,9516,4825,0,0,4825,0.663552053552751,0.595692978045919,NA,1,3996,0,0,3996,1088,5084,1575,0,"Lincolnshire STP",2019-04-01
"RRK","NHS England Midlands","University Hospitals Birmingham NHS Foundation Trust",31156,0,3295,34451,20597,0,3238,23835,10559,0,57,10616,0.691852195872398,0.661092566439851,NA,0.982701062215478,10814,0,1346,12160,3435,15595,3726,1,"Birmingham and Solihull STP",2019-04-01
"RKB","NHS England Midlands","University Hospitals Coventry And Warwickshire NHS Trust",12545,2014,6502,21061,9004,2005,6457,17466,3541,9,45,3595,0.829305351122929,0.717736149860502,0.995531281032771,0.9930790525992,4395,77,0,4472,670,5142,586,0,"Coventry and Warwickshire STP",2019-04-01
"RTG","NHS England Midlands","University Hospitals Of Derby And Burton NHS Foundation Trust",17965,0,10186,28151,11773,0,10186,21959,6192,0,0,6192,0.780043337714468,0.655329807959922,NA,1,5542,0,105,5647,1875,7522,461,2,"Joined Up Care Derbyshire STP",2019-04-01
"RWE","NHS England Midlands","University Hospitals Of Leicester NHS Trust",20278,1781,0,22059,14925,1729,0,16654,5353,52,0,5405,0.754975293530985,0.736019331295,0.970802919708029,NA,5075,10,0,5085,3380,8465,1049,0,"Leicester, Leicestershire and Rutland STP",2019-04-01
"RJE","NHS England Midlands","University Hospitals Of North Midlands NHS Trust",15416,480,7166,23062,10981,480,7111,18572,4435,0,55,4490,0.80530743213945,0.712311883757135,1,0.992324867429528,6019,0,0,6019,2877,8896,765,0,"Staffordshire and Stoke On Trent STP",2019-04-01
"RBK","NHS England Midlands","Walsall Healthcare NHS Trust",7059,0,3911,10970,4659,0,3896,8555,2400,0,15,2415,0.779854147675479,0.660008499787505,NA,0.996164663768857,2184,0,0,2184,828,3012,614,1,"The Black Country and West Birmingham STP",2019-04-01
"ATQ02","NHS England Midlands","Walsall Urgent Care Centre (Community Site)",0,0,1240,1240,0,0,1240,1240,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"The Black Country and West Birmingham STP",2019-04-01
"RWP","NHS England Midlands","Worcestershire Acute Hospitals NHS Trust",10949,0,5739,16688,6978,0,5734,12712,3971,0,5,3976,0.761744966442953,0.637318476573203,NA,0.999128768078062,3197,0,0,3197,1046,4243,1267,65,"Herefordshire and Worcestershire STP",2019-04-01
"RLQ","NHS England Midlands","Wye Valley NHS Trust",5373,0,0,5373,4233,0,0,4233,1140,0,0,1140,0.787828029034059,0.787828029034059,NA,NA,1549,0,0,1549,221,1770,205,2,"Herefordshire and Worcestershire STP",2019-04-01
"RCF","NHS England North East And Yorkshire","Airedale NHS Foundation Trust",5211,612,81,5904,4390,612,81,5083,821,0,0,821,0.860941734417344,0.842448666282863,1,1,1526,0,0,1526,886,2412,74,0,"West Yorkshire and Harrogate (Health & Care Partnership) STP",2019-04-01
"RFF","NHS England North East And Yorkshire","Barnsley Hospital NHS Foundation Trust",8726,0,0,8726,8374,0,0,8374,352,0,0,352,0.959660783864314,0.959660783864314,NA,NA,2652,0,0,2652,475,3127,25,0,"South Yorkshire and Bassetlaw STP",2019-04-01
"RAE","NHS England North East And Yorkshire","Bradford Teaching Hospitals NHS Foundation Trust",10573,0,1298,11871,7516,0,1271,8787,3057,0,27,3084,0.740207227697751,0.710867303508938,NA,0.979198767334361,2869,0,128,2997,1717,4714,343,0,"West Yorkshire and Harrogate (Health & Care Partnership) STP",2019-04-01
"NNF09","NHS England North East And Yorkshire","Bransholme Health Centre",0,0,2490,2490,0,0,2481,2481,0,0,9,9,0.996385542168675,NA,NA,0.996385542168675,0,0,0,0,0,0,0,0,"Humber, Coast and Vale STP",2019-04-01
"RWY","NHS England North East And Yorkshire","Calderdale And Huddersfield NHS Foundation Trust",12986,0,0,12986,11712,0,0,11712,1274,0,0,1274,0.901894347759125,0.901894347759125,NA,NA,3068,0,0,3068,1330,4398,167,0,"West Yorkshire and Harrogate (Health & Care Partnership) STP",2019-04-01
"RXP","NHS England North East And Yorkshire","County Durham And Darlington NHS Foundation Trust",11718,0,6407,18125,9104,0,6407,15511,2614,0,0,2614,0.855779310344828,0.776924389827616,NA,1,3752,0,0,3752,1500,5252,940,0,"Cumbria and North East STP",2019-04-01
"RP5","NHS England North East And Yorkshire","Doncaster And Bassetlaw Teaching Hospitals NHS Foundation Trust",12144,0,2991,15135,10719,0,2984,13703,1425,0,7,1432,0.905384869507763,0.882658102766798,NA,0.997659645603477,3329,0,386,3715,938,4653,329,0,"South Yorkshire and Bassetlaw STP",2019-04-01
"Y01231","NHS England North East And Yorkshire","Dr Local Care Direct Ooh",0,0,2678,2678,0,0,2672,2672,0,0,6,6,0.997759522031367,NA,NA,0.997759522031367,0,0,0,0,0,0,0,0,"West Yorkshire and Harrogate (Health & Care Partnership) STP",2019-04-01
"Y01069","NHS England North East And Yorkshire","Dr Local Care Direct Ooh",0,0,3198,3198,0,0,3198,3198,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"West Yorkshire and Harrogate (Health & Care Partnership) STP",2019-04-01
"NNF94","NHS England North East And Yorkshire","East Riding Community Hospital",0,0,2219,2219,0,0,2203,2203,0,0,16,16,0.992789544840018,NA,NA,0.992789544840018,0,0,0,0,0,0,0,0,"Humber, Coast and Vale STP",2019-04-01
"RR7","NHS England North East And Yorkshire","Gateshead Health NHS Foundation Trust",7768,0,2500,10268,7005,0,2479,9484,763,0,21,784,0.923646279703935,0.901776519052523,NA,0.9916,1656,0,0,1656,288,1944,141,0,"Cumbria and North East STP",2019-04-01
"NNFA7","NHS England North East And Yorkshire","Goole & District Hospital",0,0,1273,1273,0,0,1268,1268,0,0,5,5,0.996072270227808,NA,NA,0.996072270227808,0,0,0,0,0,0,0,0,"Humber, Coast and Vale STP",2019-04-01
"RCD","NHS England North East And Yorkshire","Harrogate And District NHS Foundation Trust",4419,0,736,5155,4091,0,736,4827,328,0,0,328,0.936372453928225,0.925775062231274,NA,1,1059,0,0,1059,512,1571,10,0,"West Yorkshire and Harrogate (Health & Care Partnership) STP",2019-04-01
"RWA","NHS England North East And Yorkshire","Hull University Teaching Hospitals NHS Trust",11433,0,0,11433,8402,0,0,8402,3031,0,0,3031,0.734890230035861,0.734890230035861,NA,NA,3074,0,0,3074,1582,4656,561,0,"Humber, Coast and Vale STP",2019-04-01
"RV9","NHS England North East And Yorkshire","Humber Teaching NHS Foundation Trust",0,0,584,584,0,0,584,584,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"Humber, Coast and Vale STP",2019-04-01
"RR8","NHS England North East And Yorkshire","Leeds Teaching Hospitals NHS Trust",16685,0,3889,20574,13790,0,3877,17667,2895,0,12,2907,0.858705161854768,0.826490860053941,NA,0.996914373875032,4612,0,0,4612,1523,6135,987,0,"West Yorkshire and Harrogate (Health & Care Partnership) STP",2019-04-01
"RXF","NHS England North East And Yorkshire","Mid Yorkshire Hospitals NHS Trust",18067,0,4241,22308,14577,0,4221,18798,3490,0,20,3510,0.842657342657343,0.806830132285382,NA,0.995284131101155,4030,0,159,4189,1037,5226,1371,0,"West Yorkshire and Harrogate (Health & Care Partnership) STP",2019-04-01
"RNL","NHS England North East And Yorkshire","North Cumbria University Hospitals NHS Trust",8361,0,1722,10083,6869,0,1720,8589,1492,0,2,1494,0.851829812555787,0.821552445879679,NA,0.99883855981417,2226,0,0,2226,780,3006,446,0,"Cumbria and North East STP",2019-04-01
"RVW","NHS England North East And Yorkshire","North Tees And Hartlepool NHS Foundation Trust",3649,0,10810,14459,3234,0,10792,14026,415,0,18,433,0.970053254028633,0.886270211016717,NA,0.998334875115634,1560,0,701,2261,2056,4317,23,0,"Cumbria and North East STP",2019-04-01
"NLO01","NHS England North East And Yorkshire","Northern Doctors Urgent Care",0,0,3956,3956,0,0,3956,3956,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"Cumbria and North East STP",2019-04-01
"RJL","NHS England North East And Yorkshire","Northern Lincolnshire And Goole NHS Foundation Trust",12514,0,0,12514,10016,0,0,10016,2498,0,0,2498,0.800383570401151,0.800383570401151,NA,NA,3000,0,0,3000,470,3470,614,0,"Humber, Coast and Vale STP",2019-04-01
"RTF","NHS England North East And Yorkshire","Northumbria Healthcare NHS Foundation Trust",9096,0,10163,19259,7978,0,10029,18007,1118,0,134,1252,0.934991432576977,0.877088830255057,NA,0.986814916855259,4906,0,36,4942,850,5792,0,0,"Cumbria and North East STP",2019-04-01
"Y02572","NHS England North East And Yorkshire","Park Community Practice",0,0,811,811,0,0,811,811,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"West Yorkshire and Harrogate (Health & Care Partnership) STP",2019-04-01
"AXT02","NHS England North East And Yorkshire","Shakespeare Walk-In Centre",0,0,4054,4054,0,0,4054,4054,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"West Yorkshire and Harrogate (Health & Care Partnership) STP",2019-04-01
"RCU","NHS England North East And Yorkshire","Sheffield Children's NHS Foundation Trust",4736,0,96,4832,4632,0,96,4728,104,0,0,104,0.978476821192053,0.978040540540541,NA,1,724,0,0,724,305,1029,1,0,"South Yorkshire and Bassetlaw STP",2019-04-01
"RHQ","NHS England North East And Yorkshire","Sheffield Teaching Hospitals NHS Foundation Trust",9233,1181,8751,19165,5972,1181,8751,15904,3261,0,0,3261,0.829846073571615,0.64681035416441,1,1,2976,0,0,2976,2632,5608,572,0,"South Yorkshire and Bassetlaw STP",2019-04-01
"RTR","NHS England North East And Yorkshire","South Tees Hospitals NHS Foundation Trust",9363,0,3735,13098,8482,0,3735,12217,881,0,0,881,0.932737822568331,0.905906226636762,NA,1,2230,0,125,2355,2272,4627,418,0,"Cumbria and North East STP",2019-04-01
"R0B","NHS England North East And Yorkshire","South Tyneside And Sunderland NHS Foundation Trust",14023,2127,3841,19991,11727,2073,3838,17638,2296,54,3,2353,0.882297033665149,0.836268986664765,0.974612129760226,0.999218953397553,4186,34,0,4220,805,5025,217,0,"Cumbria and North East STP",2019-04-01
"RXG","NHS England North East And Yorkshire","South West Yorkshire Partnership NHS Foundation Trust",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,153,153,0,0,"West Yorkshire and Harrogate (Health & Care Partnership) STP",2019-04-01
"RTD","NHS England North East And Yorkshire","The Newcastle Upon Tyne Hospitals NHS Foundation Trust",9856,1846,7351,19053,8975,1793,7351,18119,881,53,0,934,0.950978848475306,0.910612824675325,0.971289274106175,1,2977,21,1,2999,2617,5616,77,0,"Cumbria and North East STP",2019-04-01
"RFR","NHS England North East And Yorkshire","The Rotherham NHS Foundation Trust",8766,0,0,8766,7113,0,0,7113,1653,0,0,1653,0.811430527036276,0.811430527036276,NA,NA,1694,0,0,1694,366,2060,164,0,"South Yorkshire and Bassetlaw STP",2019-04-01
"NNF76","NHS England North East And Yorkshire","The Wilberforce Health Centre",0,0,3522,3522,0,0,3522,3522,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"Humber, Coast and Vale STP",2019-04-01
"AJN","NHS England North East And Yorkshire","Workington Health Limited",0,0,464,464,0,0,464,464,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"Cumbria and North East STP",2019-04-01
"RCB","NHS England North East And Yorkshire","York Teaching Hospital NHS Foundation Trust",10777,0,7278,18055,7289,0,7241,14530,3488,0,37,3525,0.804763223483799,0.676347777674678,NA,0.99491618576532,3616,0,0,3616,1381,4997,835,24,"Humber, Coast and Vale STP",2019-04-01
"REM","NHS England North West","Aintree University Hospital NHS Foundation Trust",7898,0,324,8222,5504,0,324,5828,2394,0,0,2394,0.708829968377524,0.696885287414535,NA,1,3557,0,0,3557,902,4459,378,0,"Cheshire and Merseyside STP",2019-04-01
"RBS","NHS England North West","Alder Hey Children's NHS Foundation Trust",4932,0,0,4932,4615,0,0,4615,317,0,0,317,0.935725871857259,0.935725871857259,NA,NA,1056,0,0,1056,221,1277,0,0,"Cheshire and Merseyside STP",2019-04-01
"RXL","NHS England North West","Blackpool Teaching Hospitals NHS Foundation Trust",6877,0,12006,18883,3677,0,11922,15599,3200,0,84,3284,0.826086956521739,0.534680820125055,NA,0.993003498250875,2419,0,0,2419,891,3310,1308,41,"Healthier Lancashire and South Cumbria",2019-04-01
"RMC","NHS England North West","Bolton NHS Foundation Trust",9631,0,824,10455,8003,0,806,8809,1628,0,18,1646,0.842563366810139,0.830962516872599,NA,0.978155339805825,2164,0,22,2186,694,2880,354,2,"Greater Manchester Health and Social Care Partnership (STP)",2019-04-01
"RY2","NHS England North West","Bridgewater Community Healthcare NHS Foundation Trust",0,0,7978,7978,0,0,7933,7933,0,0,45,45,0.994359488593632,NA,NA,0.994359488593632,0,0,0,0,0,0,0,0,"Cheshire and Merseyside STP",2019-04-01
"RJR","NHS England North West","Countess Of Chester Hospital NHS Foundation Trust",6035,0,517,6552,4864,0,516,5380,1171,0,1,1172,0.821123321123321,0.805965202982601,NA,0.998065764023211,1697,0,0,1697,758,2455,522,1,"Cheshire and Merseyside STP",2019-04-01
"RJN","NHS England North West","East Cheshire NHS Trust",4102,0,141,4243,2884,0,141,3025,1218,0,0,1218,0.712938958284233,0.703071672354949,NA,1,928,0,0,928,287,1215,173,3,"Cheshire and Merseyside STP",2019-04-01
"RXR","NHS England North West","East Lancashire Hospitals NHS Trust",9823,255,5851,15929,6630,255,5566,12451,3193,0,285,3478,0.781656098939042,0.674946554005905,1,0.951290377713211,3599,0,23,3622,1443,5065,763,15,"Healthier Lancashire and South Cumbria",2019-04-01
"RXN","NHS England North West","Lancashire Teaching Hospitals NHS Foundation Trust",4674,0,9007,13681,2363,0,8607,10970,2311,0,400,2711,0.801841970616183,0.505562687205819,NA,0.95559009659154,2302,0,459,2761,1366,4127,802,21,"Healthier Lancashire and South Cumbria",2019-04-01
"RBQ","NHS England North West","Liverpool Heart And Chest Hospital NHS Foundation Trust",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,203,203,0,0,"Cheshire and Merseyside STP",2019-04-01
"REP","NHS England North West","Liverpool Women's NHS Foundation Trust",0,1127,0,1127,0,1097,0,1097,0,30,0,30,0.97338065661047,NA,0.97338065661047,NA,0,98,0,98,25,123,0,0,"Cheshire and Merseyside STP",2019-04-01
"R0A","NHS England North West","Manchester University NHS Foundation Trust",21962,3648,9300,34910,16804,3598,9196,29598,5158,50,104,5312,0.847837295903752,0.765139786904653,0.986293859649123,0.988817204301075,7158,160,182,7500,1180,8680,868,0,"Greater Manchester Health and Social Care Partnership (STP)",2019-04-01
"RW4","NHS England North West","Mersey Care NHS Foundation Trust",0,0,2330,2330,0,0,2330,2330,0,0,0,0,1,NA,NA,1,0,0,0,0,146,146,0,0,"Cheshire and Merseyside STP",2019-04-01
"RBT","NHS England North West","Mid Cheshire Hospitals NHS Foundation Trust",6092,0,2082,8174,4463,0,2068,6531,1629,0,14,1643,0.798996819182775,0.732600131319764,NA,0.993275696445725,2380,0,0,2380,802,3182,141,0,"Cheshire and Merseyside STP",2019-04-01
"Y02532","NHS England North West","Miriam Minor Emergency",0,0,1511,1511,0,0,1511,1511,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"Cheshire and Merseyside STP",2019-04-01
"Y03645","NHS England North West","Moreton Health Minor Injury",0,0,470,470,0,0,470,470,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"Cheshire and Merseyside STP",2019-04-01
"RTV","NHS England North West","North West Boroughs Healthcare NHS Foundation Trust",0,0,9766,9766,0,0,9657,9657,0,0,109,109,0.988838828588982,NA,NA,0.988838828588982,0,0,0,0,0,0,0,0,"Cheshire and Merseyside STP",2019-04-01
"Y02533","NHS England North West","Parkfield (H) Minor Emergency",0,0,297,297,0,0,297,297,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"Cheshire and Merseyside STP",2019-04-01
"RW6","NHS England North West","Pennine Acute Hospitals NHS Trust",23526,0,10376,33902,17737,0,10097,27834,5789,0,279,6068,0.821013509527462,0.753931820113917,NA,0.973111025443331,6755,0,148,6903,1527,8430,823,1,"Greater Manchester Health and Social Care Partnership (STP)",2019-04-01
"RT2","NHS England North West","Pennine Care NHS Foundation Trust",0,0,3798,3798,0,0,3798,3798,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"Greater Manchester Health and Social Care Partnership (STP)",2019-04-01
"AC008","NHS England North West","Rossendale Minor Injuries Unit",0,0,1035,1035,0,0,1032,1032,0,0,3,3,0.997101449275362,NA,NA,0.997101449275362,0,0,0,0,0,0,0,0,"Healthier Lancashire and South Cumbria",2019-04-01
"RQ6","NHS England North West","Royal Liverpool And Broadgreen University Hospitals NHS Trust",9470,413,9599,19482,6574,413,9598,16585,2896,0,1,2897,0.851298634637101,0.694192185850053,1,0.999895822481509,2310,0,0,2310,1273,3583,735,4,"Cheshire and Merseyside STP",2019-04-01
"RM3","NHS England North West","Salford Royal NHS Foundation Trust",8965,0,0,8965,7314,0,0,7314,1651,0,0,1651,0.815839375348578,0.815839375348578,NA,NA,2770,0,0,2770,333,3103,446,0,"Greater Manchester Health and Social Care Partnership (STP)",2019-04-01
"NQT5F","NHS England North West","Skelmersdale Walk In Centre",0,0,2087,2087,0,0,2063,2063,0,0,24,24,0.988500239578342,NA,NA,0.988500239578342,0,0,0,0,0,0,0,0,"Healthier Lancashire and South Cumbria",2019-04-01
"RVY","NHS England North West","Southport And Ormskirk Hospital NHS Trust",7075,0,3053,10128,5560,0,2995,8555,1515,0,58,1573,0.844687993680885,0.785865724381625,NA,0.981002292826728,2403,0,0,2403,46,2449,598,12,"Cheshire and Merseyside STP",2019-04-01
"RBN","NHS England North West","St Helens And Knowsley Teaching Hospitals NHS Trust",9911,0,0,9911,7074,0,0,7074,2837,0,0,2837,0.713752396327313,0.713752396327313,NA,NA,4405,0,0,4405,382,4787,302,0,"Cheshire and Merseyside STP",2019-04-01
"RWJ","NHS England North West","Stockport NHS Foundation Trust",8490,0,0,8490,6272,0,0,6272,2218,0,0,2218,0.738751472320377,0.738751472320377,NA,NA,2333,0,0,2333,937,3270,950,40,"Greater Manchester Health and Social Care Partnership (STP)",2019-04-01
"RMP","NHS England North West","Tameside And Glossop Integrated Care NHS Foundation Trust",7408,0,4872,12280,5700,0,4859,10559,1708,0,13,1721,0.85985342019544,0.769438444924406,NA,0.997331691297209,1833,0,0,1833,455,2288,280,0,"Greater Manchester Health and Social Care Partnership (STP)",2019-04-01
"RBV","NHS England North West","The Christie NHS Foundation Trust",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,485,485,0,0,"Greater Manchester Health and Social Care Partnership (STP)",2019-04-01
"RET","NHS England North West","The Walton Centre NHS Foundation Trust",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,155,155,0,0,"Cheshire and Merseyside STP",2019-04-01
"RTX","NHS England North West","University Hospitals Of Morecambe Bay NHS Foundation Trust",7991,112,2158,10261,6471,112,2111,8694,1520,0,47,1567,0.847285839586785,0.809786009260418,1,0.978220574606117,2141,0,56,2197,1045,3242,208,17,"Healthier Lancashire and South Cumbria",2019-04-01
"RWW","NHS England North West","Warrington And Halton Hospitals NHS Foundation Trust",6770,0,2769,9539,4910,0,2703,7613,1860,0,66,1926,0.79809204319111,0.725258493353028,NA,0.976164680390032,2578,0,0,2578,428,3006,1018,0,"Cheshire and Merseyside STP",2019-04-01
"RY7","NHS England North West","Wirral Community NHS Foundation Trust",0,0,4368,4368,0,0,4351,4351,0,0,17,17,0.996108058608059,NA,NA,0.996108058608059,0,0,0,0,0,0,0,0,"Cheshire and Merseyside STP",2019-04-01
"RBL","NHS England North West","Wirral University Teaching Hospital NHS Foundation Trust",7585,0,3343,10928,4706,0,3334,8040,2879,0,9,2888,0.735724743777452,0.620435069215557,NA,0.99730780735866,2262,0,0,2262,1783,4045,880,0,"Cheshire and Merseyside STP",2019-04-01
"RRF","NHS England North West","Wrightington, Wigan And Leigh NHS Foundation Trust",7557,0,4782,12339,5290,0,4744,10034,2267,0,38,2305,0.813193937920415,0.700013232764324,NA,0.992053534086156,2381,0,0,2381,327,2708,197,0,"Greater Manchester Health and Social Care Partnership (STP)",2019-04-01
"RTK","NHS England South East","Ashford And St Peter's Hospitals NHS Foundation Trust",9366,0,0,9366,6786,0,0,6786,2580,0,0,2580,0.724535554131967,0.724535554131967,NA,NA,2002,0,0,2002,335,2337,509,7,"Surrey Heartlands Health & Care Partnership (STP)",2019-04-01
